1{'age_gps_data': '0.50', 'easting': 2279607.0956550227, 'latd': 44.56740323166667, 'lat_direction': 'N', 'timestamp': '231441.00', 'lond': 123.27509206833334, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055241', 'antenna_altitude': '51.239', 'geo_sep': '', 'latitude': '4434.0441939', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.59536806215}
2{'age_gps_data': '0.53', 'easting': 2279607.666391311, 'latd': 44.56740942333333, 'lat_direction': 'N', 'timestamp': '231757.00', 'lond': 123.27508517666666, 'gps_qual': '2', 'ref_station_id': '0244*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051106', 'antenna_altitude': '50.896', 'geo_sep': '', 'latitude': '4434.0445654', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.26416586991}
3{'age_gps_data': '', 'easting': 2279607.9759986033, 'latd': 44.567418195, 'lat_direction': 'N', 'timestamp': '231757.00', 'lond': 123.27508169833334, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049019', 'antenna_altitude': '45.323', 'geo_sep': '', 'latitude': '4434.0450917', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.22878958844}
1{'age_gps_data': '', 'easting': 2279607.553151283, 'latd': 44.567409948333335, 'lat_direction': 'N', 'timestamp': '231756.00', 'lond': 123.27508662833333, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051977', 'antenna_altitude': '46.068', 'geo_sep': '', 'latitude': '4434.0445969', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.32642829884}
2{'age_gps_data': '0.78', 'easting': 2279607.6622769283, 'latd': 44.56740942, 'lat_direction': 'N', 'timestamp': '231758.00', 'lond': 123.27508522833334, 'gps_qual': '2', 'ref_station_id': '0244*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051137', 'antenna_altitude': '50.885', 'geo_sep': '', 'latitude': '4434.0445652', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.26393663976}
3{'age_gps_data': '', 'easting': 2279607.9821141264, 'latd': 44.56741830666667, 'lat_direction': 'N', 'timestamp': '231758.00', 'lond': 123.27508162666666, 'gps_qual': '1', 'ref_station_id': '*0F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048976', 'antenna_altitude': '45.312', 'geo_sep': '', 'latitude': '4434.0450984', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.24099490978}
1{'age_gps_data': '', 'easting': 2279607.5506755225, 'latd': 44.567409958333336, 'lat_direction': 'N', 'timestamp': '231757.00', 'lond': 123.27508666, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051996', 'antenna_altitude': '46.052', 'geo_sep': '', 'latitude': '4434.0445975', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.32762520295}
2{'age_gps_data': '0.51', 'easting': 2279607.660139612, 'latd': 44.56740938, 'lat_direction': 'N', 'timestamp': '231759.00', 'lond': 123.27508525333333, 'gps_qual': '2', 'ref_station_id': '0244*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051152', 'antenna_altitude': '50.879', 'geo_sep': '', 'latitude': '4434.0445628', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.25956275314}
3{'age_gps_data': '', 'easting': 2279607.976628361, 'latd': 44.567418186666664, 'lat_direction': 'N', 'timestamp': '231759.00', 'lond': 123.27508169, 'gps_qual': '1', 'ref_station_id': '*05\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049014', 'antenna_altitude': '45.329', 'geo_sep': '', 'latitude': '4434.0450912', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.22784142103}
1{'age_gps_data': '', 'easting': 2279607.5461756764, 'latd': 44.56740992333334, 'lat_direction': 'N', 'timestamp': '231758.00', 'lond': 123.275086715, 'gps_qual': '1', 'ref_station_id': '*0A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052029', 'antenna_altitude': '46.061', 'geo_sep': '', 'latitude': '4434.0445954', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.32388841547}
2{'age_gps_data': '0.76', 'easting': 2279607.656504846, 'latd': 44.56740939833333, 'lat_direction': 'N', 'timestamp': '231800.00', 'lond': 123.2750853, 'gps_qual': '2', 'ref_station_id': '0244*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051180', 'antenna_altitude': '50.874', 'geo_sep': '', 'latitude': '4434.0445639', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.26172601152}
3{'age_gps_data': '', 'easting': 2279607.9726208523, 'latd': 44.56741817666666, 'lat_direction': 'N', 'timestamp': '231800.00', 'lond': 123.27508174, 'gps_qual': '1', 'ref_station_id': '*06\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049044', 'antenna_altitude': '45.329', 'geo_sep': '', 'latitude': '4434.0450906', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.22686729766}
1{'age_gps_data': '', 'easting': 2279607.5374469706, 'latd': 44.567409855, 'lat_direction': 'N', 'timestamp': '231759.00', 'lond': 123.27508682166666, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052093', 'antenna_altitude': '46.052', 'geo_sep': '', 'latitude': '4434.0445913', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.31659083162}
2{'age_gps_data': '0.49', 'easting': 2279607.6501589995, 'latd': 44.567409365, 'lat_direction': 'N', 'timestamp': '231801.00', 'lond': 123.27508537833333, 'gps_qual': '2', 'ref_station_id': '0244*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051227', 'antenna_altitude': '50.857', 'geo_sep': '', 'latitude': '4434.0445619', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.25823796075}
3{'age_gps_data': '', 'easting': 2279607.962867952, 'latd': 44.567418186666664, 'lat_direction': 'N', 'timestamp': '231801.00', 'lond': 123.27508186333333, 'gps_qual': '1', 'ref_station_id': '*05\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049118', 'antenna_altitude': '45.340', 'geo_sep': '', 'latitude': '4434.0450912', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.22831426188}
1{'age_gps_data': '', 'easting': 2279607.5471985075, 'latd': 44.567409983333334, 'lat_direction': 'N', 'timestamp': '231800.00', 'lond': 123.275086705, 'gps_qual': '1', 'ref_station_id': '*0A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052023', 'antenna_altitude': '46.061', 'geo_sep': '', 'latitude': '4434.0445990', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.33052426577}
2{'age_gps_data': '0.78', 'easting': 2279607.650417261, 'latd': 44.56740936333333, 'lat_direction': 'N', 'timestamp': '231802.00', 'lond': 123.275085375, 'gps_qual': '2', 'ref_station_id': '0244*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051225', 'antenna_altitude': '50.863', 'geo_sep': '', 'latitude': '4434.0445618', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.25804378185}
3{'age_gps_data': '', 'easting': 2279607.9583158647, 'latd': 44.567418276666665, 'lat_direction': 'N', 'timestamp': '231802.00', 'lond': 123.275081925, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049155', 'antenna_altitude': '45.344', 'geo_sep': '', 'latitude': '4434.0450966', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.23847717792}
1{'age_gps_data': '', 'easting': 2279607.5399213694, 'latd': 44.567409983333334, 'lat_direction': 'N', 'timestamp': '231801.00', 'lond': 123.27508679666667, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052078', 'antenna_altitude': '46.053', 'geo_sep': '', 'latitude': '4434.0445990', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.33077432681}
2{'age_gps_data': '0.51', 'easting': 2279607.647852461, 'latd': 44.56740935, 'lat_direction': 'N', 'timestamp': '231803.00', 'lond': 123.27508540666666, 'gps_qual': '2', 'ref_station_id': '0244*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051244', 'antenna_altitude': '50.847', 'geo_sep': '', 'latitude': '4434.0445610', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.25664946996}
3{'age_gps_data': '', 'easting': 2279607.9658346856, 'latd': 44.56741834, 'lat_direction': 'N', 'timestamp': '231803.00', 'lond': 123.27508183333333, 'gps_qual': '1', 'ref_station_id': '*0F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049100', 'antenna_altitude': '45.339', 'geo_sep': '', 'latitude': '4434.0451004', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.24526042026}
1{'age_gps_data': '', 'easting': 2279607.533898632, 'latd': 44.56741, 'lat_direction': 'N', 'timestamp': '231802.00', 'lond': 123.27508687333334, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052124', 'antenna_altitude': '46.046', 'geo_sep': '', 'latitude': '4434.0446000', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.3328343369}
2{'age_gps_data': '0.77', 'easting': 2279607.6465102625, 'latd': 44.567409345, 'lat_direction': 'N', 'timestamp': '231804.00', 'lond': 123.27508542333334, 'gps_qual': '2', 'ref_station_id': '0244*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051254', 'antenna_altitude': '50.858', 'geo_sep': '', 'latitude': '4434.0445607', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.25613967609}
3{'age_gps_data': '', 'easting': 2279607.964773692, 'latd': 44.56741827, 'lat_direction': 'N', 'timestamp': '231804.00', 'lond': 123.27508184333334, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049106', 'antenna_altitude': '45.351', 'geo_sep': '', 'latitude': '4434.0450962', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.23751404975}
1{'age_gps_data': '', 'easting': 2279607.5299992436, 'latd': 44.567410018333334, 'lat_direction': 'N', 'timestamp': '231803.00', 'lond': 123.27508692333333, 'gps_qual': '1', 'ref_station_id': '*0F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052154', 'antenna_altitude': '46.047', 'geo_sep': '', 'latitude': '4434.0446011', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.33500668872}
2{'age_gps_data': '0.57', 'easting': 2279607.646786357, 'latd': 44.567409313333336, 'lat_direction': 'N', 'timestamp': '231805.00', 'lond': 123.27508541833333, 'gps_qual': '2', 'ref_station_id': '0244*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051251', 'antenna_altitude': '50.852', 'geo_sep': '', 'latitude': '4434.0445588', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.25260938611}
3{'age_gps_data': '', 'easting': 2279607.960708943, 'latd': 44.567418245, 'lat_direction': 'N', 'timestamp': '231805.00', 'lond': 123.27508189333334, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049136', 'antenna_altitude': '45.355', 'geo_sep': '', 'latitude': '4434.0450947', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.23487414233}
1{'age_gps_data': '', 'easting': 2279607.522577072, 'latd': 44.567410015, 'lat_direction': 'N', 'timestamp': '231804.00', 'lond': 123.27508701666666, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052210', 'antenna_altitude': '46.048', 'geo_sep': '', 'latitude': '4434.0446009', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.33489112277}
2{'age_gps_data': '0.75', 'easting': 2279607.646446662, 'latd': 44.56740932833333, 'lat_direction': 'N', 'timestamp': '231806.00', 'lond': 123.27508542333334, 'gps_qual': '2', 'ref_station_id': '0244*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051254', 'antenna_altitude': '50.867', 'geo_sep': '', 'latitude': '4434.0445597', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.25428880658}
3{'age_gps_data': '', 'easting': 2279607.957502913, 'latd': 44.56741827166667, 'lat_direction': 'N', 'timestamp': '231806.00', 'lond': 123.275081935, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049161', 'antenna_altitude': '45.368', 'geo_sep': '', 'latitude': '4434.0450963', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.23794919811}
1{'age_gps_data': '', 'easting': 2279607.5301340544, 'latd': 44.56741008833333, 'lat_direction': 'N', 'timestamp': '231805.00', 'lond': 123.275086925, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052155', 'antenna_altitude': '46.050', 'geo_sep': '', 'latitude': '4434.0446053', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.34278488625}
2{'age_gps_data': '0.55', 'easting': 2279607.6442012275, 'latd': 44.56740926, 'lat_direction': 'N', 'timestamp': '231807.00', 'lond': 123.27508544833333, 'gps_qual': '2', 'ref_station_id': '0244*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051269', 'antenna_altitude': '50.865', 'geo_sep': '', 'latitude': '4434.0445556', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.24676844198}
3{'age_gps_data': '', 'easting': 2279607.958281451, 'latd': 44.56741837166667, 'lat_direction': 'N', 'timestamp': '231807.00', 'lond': 123.27508193, 'gps_qual': '1', 'ref_station_id': '*0A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049158', 'antenna_altitude': '45.365', 'geo_sep': '', 'latitude': '4434.0451023', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.24904077128}
1{'age_gps_data': '', 'easting': 2279607.526693953, 'latd': 44.56741008833333, 'lat_direction': 'N', 'timestamp': '231806.00', 'lond': 123.27508696833333, 'gps_qual': '1', 'ref_station_id': '*0A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052181', 'antenna_altitude': '46.049', 'geo_sep': '', 'latitude': '4434.0446053', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.34290309716}
2{'age_gps_data': '0.74', 'easting': 2279607.6416262053, 'latd': 44.567409313333336, 'lat_direction': 'N', 'timestamp': '231808.00', 'lond': 123.27508548333333, 'gps_qual': '2', 'ref_station_id': '0244*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051290', 'antenna_altitude': '50.866', 'geo_sep': '', 'latitude': '4434.0445588', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.25278670155}
3{'age_gps_data': '', 'easting': 2279607.9687874475, 'latd': 44.567418455, 'lat_direction': 'N', 'timestamp': '231808.00', 'lond': 123.27508180166667, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049081', 'antenna_altitude': '45.346', 'geo_sep': '', 'latitude': '4434.0451073', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.25794503186}
1{'age_gps_data': '', 'easting': 2279607.5270082057, 'latd': 44.56741006666667, 'lat_direction': 'N', 'timestamp': '231807.00', 'lond': 123.27508696333334, 'gps_qual': '1', 'ref_station_id': '*03\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052178', 'antenna_altitude': '46.054', 'geo_sep': '', 'latitude': '4434.0446040', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.3404833274}
2{'age_gps_data': '0.49', 'easting': 2279607.640058792, 'latd': 44.56740935333333, 'lat_direction': 'N', 'timestamp': '231809.00', 'lond': 123.275085505, 'gps_qual': '2', 'ref_station_id': '0244*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051303', 'antenna_altitude': '50.839', 'geo_sep': '', 'latitude': '4434.0445612', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.25728789251}
3{'age_gps_data': '', 'easting': 2279607.959755958, 'latd': 44.567418376666666, 'lat_direction': 'N', 'timestamp': '231809.00', 'lond': 123.27508191166666, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049147', 'antenna_altitude': '45.341', 'geo_sep': '', 'latitude': '4434.0451026', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.24954602029}
1{'age_gps_data': '', 'easting': 2279607.521884964, 'latd': 44.56741004166667, 'lat_direction': 'N', 'timestamp': '231808.00', 'lond': 123.27508702666667, 'gps_qual': '1', 'ref_station_id': '*05\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052216', 'antenna_altitude': '46.055', 'geo_sep': '', 'latitude': '4434.0446025', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.33787979279}
2{'age_gps_data': '0.76', 'easting': 2279607.636326127, 'latd': 44.567409276666666, 'lat_direction': 'N', 'timestamp': '231810.00', 'lond': 123.27508554833334, 'gps_qual': '2', 'ref_station_id': '0244*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051329', 'antenna_altitude': '50.861', 'geo_sep': '', 'latitude': '4434.0445566', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.24889210425}
3{'age_gps_data': '', 'easting': 2279607.9549113093, 'latd': 44.56741839, 'lat_direction': 'N', 'timestamp': '231810.00', 'lond': 123.27508197333333, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049184', 'antenna_altitude': '45.332', 'geo_sep': '', 'latitude': '4434.0451034', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.25119493809}
1{'age_gps_data': '', 'easting': 2279607.5114069036, 'latd': 44.567410035, 'lat_direction': 'N', 'timestamp': '231809.00', 'lond': 123.27508715833333, 'gps_qual': '1', 'ref_station_id': '*0E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052295', 'antenna_altitude': '46.041', 'geo_sep': '', 'latitude': '4434.0446021', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.33749862295}
2{'age_gps_data': '0.48', 'easting': 2279607.633541224, 'latd': 44.567409275, 'lat_direction': 'N', 'timestamp': '231811.00', 'lond': 123.27508558333334, 'gps_qual': '2', 'ref_station_id': '0244*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051350', 'antenna_altitude': '50.844', 'geo_sep': '', 'latitude': '4434.0445565', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.24880249612}
3{'age_gps_data': '', 'easting': 2279607.954055088, 'latd': 44.56741840833333, 'lat_direction': 'N', 'timestamp': '231811.00', 'lond': 123.275081985, 'gps_qual': '1', 'ref_station_id': '*0B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049191', 'antenna_altitude': '45.333', 'geo_sep': '', 'latitude': '4434.0451045', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.25326272007}
1{'age_gps_data': '', 'easting': 2279607.5160669987, 'latd': 44.56741014666667, 'lat_direction': 'N', 'timestamp': '231810.00', 'lond': 123.275087105, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5052263', 'antenna_altitude': '46.033', 'geo_sep': '', 'latitude': '4434.0446088', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.34975395538}
